Age,YearsAtCompany,MonthlyIncome,DistanceFromHome,JobLevel,PercentSalaryHike,PerformanceRating,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,Gender,Department,Education,MaritalStatus,JobRole,OverTime,BusinessTravel,target,PercentOfYearsInCurrentRole,YearsSincePromoOverTotalYearsRatio,SalaryHikeToIncome,SatisfactionToJobRoleAvg,SatisfactionToDepartmentAvg,DeptOvertimeRatio,DistanceGroup,AgeGroup,YearsAtCompanyPerformanceInteraction
55.0,5.0,2326.0,49.0,1.0,9.0,4.0,5.0,3.0,4.0,3.0,Female,Finance,Masters,Single,Executive,Yes,Travel_Frequently,0,1.0,0.6,0.003869303525365434,greater,greater,0.5064177362893816,Very Far,50+,20.0
25.0,9.0,4120.0,16.0,3.0,7.0,1.0,5.0,4.0,5.0,2.0,Male,Sales,PhD,Single,Technician,No,Travel_Rarely,0,0.5555555555555556,0.4444444444444444,0.0016990291262135922,less,equal,0.48325892857142855,Moderate,Under 30,9.0
20.0,36.0,2993.0,41.0,5.0,3.0,4.0,7.0,0.0,1.0,2.0,Male,Support,PhD,Divorced,Manager,Yes,Travel_Frequently,0,0.19444444444444445,0.0,0.0010023387905111927,less,less,0.48679678530424797,Very Far,Under 30,144.0
20.0,5.0,17778.0,44.0,2.0,21.0,2.0,1.0,1.0,0.0,2.0,Female,HR,PhD,Divorced,Clerk,No,Travel_Frequently,0,0.2,0.2,0.001181235234559568,equal,less,0.47465437788018433,Very Far,Under 30,10.0
39.0,38.0,4781.0,43.0,4.0,5.0,3.0,5.0,3.0,2.0,3.0,Male,Support,High School,Divorced,Manager,Yes,Non-Travel,0,0.13157894736842105,0.07894736842105263,0.0010458063166701526,less,equal,0.48679678530424797,Very Far,30-40,114.0
23.0,10.0,9019.0,45.0,1.0,19.0,2.0,9.0,1.0,6.0,1.0,Female,Finance,Bachelors,Married,Executive,Yes,Travel_Rarely,1,0.9,0.1,0.0021066637099456703,equal,less,0.5064177362893816,Very Far,Under 30,20.0
19.0,24.0,4905.0,22.0,1.0,23.0,1.0,20.0,11.0,10.0,3.0,Male,Support,Masters,Divorced,Clerk,Yes,Travel_Rarely,1,0.8333333333333334,0.4583333333333333,0.004689092762487258,greater,equal,0.48679678530424797,Moderate,Under 30,24.0
61.0,19.0,17260.0,8.0,3.0,16.0,4.0,12.0,1.0,12.0,2.0,Male,Finance,PhD,Divorced,Manager,No,Travel_Frequently,1,0.631578947368421,0.05263157894736842,0.0009269988412514484,less,equal,0.5064177362893816,Close,50+,76.0
55.0,15.0,9938.0,18.0,5.0,23.0,4.0,1.0,0.0,0.0,4.0,Male,HR,PhD,Divorced,Technician,No,Travel_Rarely,0,0.06666666666666667,0.0,0.0023143489635741596,greater,equal,0.47465437788018433,Moderate,50+,60.0
34.0,30.0,7494.0,46.0,5.0,21.0,3.0,8.0,6.0,5.0,1.0,Female,Finance,PhD,Single,Engineer,No,Travel_Frequently,0,0.26666666666666666,0.2,0.0028022417934347476,equal,less,0.5064177362893816,Very Far,30-40,90.0
52.0,28.0,4709.0,16.0,1.0,6.0,3.0,7.0,0.0,4.0,3.0,Female,Development,PhD,Divorced,Technician,Yes,Travel_Frequently,1,0.25,0.0,0.0012741558717349756,equal,equal,0.49280575539568344,Moderate,50+,84.0
51.0,5.0,14654.0,47.0,2.0,11.0,4.0,1.0,0.0,1.0,3.0,Male,Development,Bachelors,Divorced,Executive,No,Non-Travel,0,0.2,0.0,0.0007506482871570902,greater,equal,0.49280575539568344,Very Far,50+,20.0
40.0,28.0,18369.0,20.0,5.0,22.0,2.0,1.0,0.0,0.0,3.0,Female,HR,Masters,Divorced,Technician,Yes,Travel_Frequently,1,0.03571428571428571,0.0,0.0011976699874789046,equal,less,0.47465437788018433,Moderate,30-40,56.0
47.0,31.0,13418.0,39.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,Female,Sales,High School,Divorced,Engineer,Yes,Travel_Rarely,0,0.0967741935483871,0.06451612903225806,0.00022358026531524818,greater,greater,0.48325892857142855,Very Far,40-50,93.0
25.0,8.0,15769.0,8.0,4.0,13.0,2.0,1.0,1.0,1.0,2.0,Female,Sales,Masters,Married,Engineer,No,Travel_Rarely,1,0.125,0.125,0.0008244023083264633,greater,equal,0.48325892857142855,Close,Under 30,16.0
53.0,15.0,19431.0,29.0,4.0,0.0,4.0,3.0,1.0,1.0,2.0,Male,HR,Masters,Single,Manager,Yes,Travel_Rarely,0,0.2,0.06666666666666667,0.0,less,less,0.47465437788018433,Far,50+,60.0
22.0,17.0,11507.0,13.0,1.0,17.0,3.0,10.0,8.0,1.0,4.0,Female,Sales,High School,Divorced,Technician,No,Travel_Frequently,0,0.5882352941176471,0.47058823529411764,0.0014773616059789694,greater,greater,0.48325892857142855,Close,Under 30,51.0
30.0,18.0,11578.0,17.0,3.0,18.0,3.0,16.0,2.0,4.0,4.0,Male,Sales,Masters,Single,Technician,No,Travel_Rarely,1,0.8888888888888888,0.1111111111111111,0.001554672655035412,greater,greater,0.48325892857142855,Moderate,Under 30,54.0
46.0,1.0,8711.0,40.0,3.0,20.0,2.0,1.0,0.0,1.0,3.0,Male,Support,Masters,Married,Clerk,Yes,Non-Travel,0,1.0,0.0,0.0022959476523935255,greater,equal,0.48679678530424797,Very Far,40-50,2.0
48.0,9.0,17979.0,43.0,1.0,9.0,2.0,7.0,2.0,2.0,4.0,Male,Development,Masters,Divorced,Manager,Yes,Travel_Rarely,0,0.7777777777777778,0.2222222222222222,0.0005005840146837978,equal,greater,0.49280575539568344,Very Far,40-50,18.0
64.0,11.0,17049.0,17.0,5.0,24.0,2.0,4.0,3.0,2.0,1.0,Male,Finance,PhD,Divorced,Manager,No,Travel_Rarely,0,0.36363636363636365,0.2727272727272727,0.0014077071969030442,less,less,0.5064177362893816,Moderate,50+,22.0
33.0,17.0,10062.0,9.0,3.0,4.0,4.0,11.0,7.0,10.0,2.0,Male,HR,Bachelors,Single,Manager,No,Travel_Rarely,0,0.6470588235294118,0.4117647058823529,0.0003975352812562115,less,less,0.47465437788018433,Close,30-40,68.0
59.0,18.0,17833.0,2.0,3.0,12.0,3.0,6.0,1.0,6.0,4.0,Male,Sales,Bachelors,Divorced,Manager,Yes,Non-Travel,1,0.3333333333333333,0.05555555555555555,0.0006729097740144676,equal,greater,0.48325892857142855,Close,50+,54.0
47.0,37.0,11603.0,42.0,4.0,5.0,1.0,27.0,4.0,13.0,1.0,Female,Support,High School,Divorced,Engineer,No,Non-Travel,0,0.7297297297297297,0.10810810810810811,0.0004309230371455658,equal,less,0.48679678530424797,Very Far,40-50,37.0
29.0,26.0,6570.0,21.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,Female,Development,PhD,Married,Executive,Yes,Travel_Frequently,0,0.15384615384615385,0.038461538461538464,0.00045662100456621003,equal,less,0.49280575539568344,Moderate,Under 30,26.0
34.0,13.0,14845.0,46.0,3.0,15.0,4.0,1.0,0.0,1.0,3.0,Male,HR,Masters,Married,Executive,Yes,Non-Travel,0,0.07692307692307693,0.0,0.0010104412260020209,greater,less,0.47465437788018433,Very Far,30-40,52.0
33.0,33.0,13870.0,2.0,5.0,7.0,2.0,17.0,7.0,11.0,3.0,Female,Sales,Bachelors,Single,Executive,No,Travel_Frequently,0,0.5151515151515151,0.21212121212121213,0.0005046863734679164,greater,greater,0.48325892857142855,Close,30-40,66.0
29.0,1.0,11542.0,5.0,3.0,15.0,2.0,1.0,1.0,1.0,2.0,Female,HR,High School,Married,Engineer,No,Travel_Frequently,1,1.0,1.0,0.0012996014555536302,greater,less,0.47465437788018433,Close,Under 30,2.0
25.0,32.0,6833.0,17.0,4.0,10.0,1.0,1.0,1.0,0.0,4.0,Female,HR,PhD,Married,Clerk,No,Non-Travel,1,0.03125,0.03125,0.0014634860237084735,greater,equal,0.47465437788018433,Moderate,Under 30,32.0
37.0,18.0,8801.0,24.0,5.0,21.0,1.0,7.0,0.0,2.0,1.0,Male,Support,Masters,Married,Clerk,Yes,Travel_Frequently,0,0.3888888888888889,0.0,0.002386092489489831,less,less,0.48679678530424797,Moderate,30-40,18.0
20.0,26.0,5340.0,8.0,2.0,0.0,3.0,10.0,4.0,8.0,3.0,Female,Development,High School,Divorced,Engineer,No,Travel_Frequently,1,0.38461538461538464,0.15384615384615385,0.0,greater,equal,0.49280575539568344,Close,Under 30,78.0
33.0,29.0,12764.0,30.0,4.0,21.0,1.0,17.0,4.0,11.0,4.0,Male,Finance,PhD,Divorced,Manager,No,Travel_Rarely,0,0.5862068965517241,0.13793103448275862,0.0016452522720150423,equal,greater,0.5064177362893816,Far,30-40,29.0
47.0,6.0,14312.0,22.0,1.0,17.0,4.0,1.0,0.0,1.0,3.0,Female,Development,High School,Divorced,Technician,Yes,Travel_Frequently,0,0.16666666666666666,0.0,0.0011878144214645054,equal,equal,0.49280575539568344,Moderate,40-50,24.0
40.0,20.0,2639.0,26.0,3.0,10.0,1.0,12.0,0.0,9.0,4.0,Male,Support,High School,Divorced,Executive,Yes,Non-Travel,0,0.6,0.0,0.0037893141341417205,greater,greater,0.48679678530424797,Far,30-40,20.0
45.0,6.0,13420.0,8.0,5.0,19.0,4.0,2.0,0.0,0.0,2.0,Male,Finance,PhD,Married,Manager,Yes,Travel_Rarely,0,0.3333333333333333,0.0,0.0014157973174366617,less,equal,0.5064177362893816,Close,40-50,24.0
57.0,24.0,17211.0,12.0,1.0,9.0,1.0,8.0,0.0,5.0,4.0,Female,Sales,PhD,Single,Engineer,No,Travel_Frequently,0,0.3333333333333333,0.0,0.0005229213874847481,greater,greater,0.48325892857142855,Close,50+,24.0
22.0,37.0,15496.0,14.0,5.0,15.0,1.0,23.0,2.0,4.0,1.0,Female,Finance,High School,Married,Executive,No,Travel_Frequently,1,0.6216216216216216,0.05405405405405406,0.0009679917398038204,equal,less,0.5064177362893816,Moderate,Under 30,37.0
37.0,17.0,10151.0,30.0,3.0,9.0,1.0,17.0,8.0,7.0,2.0,Male,Sales,PhD,Divorced,Technician,Yes,Travel_Frequently,0,1.0,0.47058823529411764,0.0008866121564377894,less,equal,0.48325892857142855,Far,30-40,17.0
57.0,32.0,10377.0,35.0,4.0,4.0,3.0,23.0,8.0,0.0,1.0,Female,Finance,PhD,Married,Executive,No,Non-Travel,1,0.71875,0.25,0.00038546786161703766,equal,less,0.5064177362893816,Far,50+,96.0
61.0,32.0,7400.0,31.0,4.0,17.0,2.0,5.0,1.0,0.0,2.0,Male,HR,PhD,Divorced,Manager,No,Non-Travel,1,0.15625,0.03125,0.0022972972972972973,less,less,0.47465437788018433,Far,50+,64.0
18.0,31.0,17945.0,28.0,3.0,21.0,2.0,5.0,0.0,3.0,3.0,Male,Finance,High School,Divorced,Clerk,No,Travel_Rarely,1,0.16129032258064516,0.0,0.0011702424073558094,greater,greater,0.5064177362893816,Far,Under 30,62.0
47.0,24.0,19702.0,46.0,2.0,10.0,2.0,10.0,2.0,6.0,4.0,Female,Support,High School,Single,Clerk,Yes,Travel_Frequently,1,0.4166666666666667,0.08333333333333333,0.000507562683991473,greater,greater,0.48679678530424797,Very Far,40-50,48.0
38.0,13.0,10719.0,27.0,2.0,2.0,3.0,12.0,7.0,3.0,1.0,Female,Sales,PhD,Single,Clerk,Yes,Travel_Rarely,1,0.9230769230769231,0.5384615384615384,0.00018658456945610597,less,less,0.48325892857142855,Far,30-40,39.0
23.0,37.0,5483.0,1.0,1.0,14.0,2.0,12.0,1.0,12.0,3.0,Male,Support,High School,Married,Clerk,Yes,Travel_Frequently,0,0.32432432432432434,0.02702702702702703,0.002553346708006566,greater,equal,0.48679678530424797,Close,Under 30,74.0
39.0,3.0,11759.0,41.0,5.0,21.0,2.0,3.0,3.0,2.0,3.0,Male,Sales,Masters,Single,Engineer,No,Travel_Frequently,0,1.0,1.0,0.001785866145080364,greater,greater,0.48325892857142855,Very Far,30-40,6.0
35.0,17.0,12226.0,14.0,3.0,18.0,1.0,14.0,9.0,11.0,4.0,Female,Sales,PhD,Single,Technician,No,Travel_Rarely,0,0.8235294117647058,0.5294117647058824,0.0014722722067724522,greater,greater,0.48325892857142855,Moderate,30-40,17.0
25.0,9.0,16172.0,10.0,1.0,18.0,2.0,5.0,3.0,4.0,4.0,Male,Development,Masters,Divorced,Clerk,No,Travel_Frequently,1,0.5555555555555556,0.3333333333333333,0.001113034875092753,greater,greater,0.49280575539568344,Close,Under 30,18.0
50.0,39.0,11404.0,40.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,Female,Development,Masters,Single,Executive,No,Travel_Rarely,0,0.05128205128205128,0.02564102564102564,0.0002630655910206945,greater,equal,0.49280575539568344,Very Far,40-50,78.0
33.0,22.0,7937.0,14.0,1.0,11.0,2.0,18.0,5.0,0.0,1.0,Female,Development,High School,Married,Executive,Yes,Travel_Frequently,0,0.8181818181818182,0.22727272727272727,0.0013859140733274537,equal,less,0.49280575539568344,Moderate,30-40,44.0
29.0,24.0,3434.0,36.0,5.0,4.0,1.0,12.0,0.0,3.0,1.0,Male,HR,Masters,Single,Technician,Yes,Non-Travel,0,0.5,0.0,0.0011648223645894002,less,less,0.47465437788018433,Far,Under 30,24.0
51.0,17.0,6953.0,11.0,4.0,9.0,3.0,16.0,13.0,16.0,2.0,Female,Development,High School,Divorced,Manager,No,Travel_Rarely,1,0.9411764705882353,0.7647058823529411,0.0012944052926794189,less,less,0.49280575539568344,Close,50+,51.0
31.0,14.0,11766.0,42.0,5.0,12.0,2.0,0.0,0.0,0.0,1.0,Male,HR,Bachelors,Single,Technician,Yes,Travel_Rarely,0,0.0,0.0,0.0010198878123406426,less,less,0.47465437788018433,Very Far,30-40,28.0
53.0,24.0,10384.0,49.0,2.0,3.0,1.0,10.0,2.0,6.0,4.0,Female,Support,High School,Divorced,Executive,No,Non-Travel,0,0.4166666666666667,0.08333333333333333,0.0002889060092449923,greater,greater,0.48679678530424797,Very Far,50+,24.0
50.0,31.0,15507.0,37.0,2.0,23.0,3.0,13.0,13.0,0.0,3.0,Male,Finance,High School,Married,Engineer,No,Travel_Rarely,0,0.41935483870967744,0.41935483870967744,0.0014832011349713032,greater,greater,0.5064177362893816,Far,40-50,93.0
40.0,19.0,9378.0,42.0,5.0,7.0,1.0,1.0,1.0,1.0,3.0,Female,Sales,PhD,Divorced,Manager,Yes,Non-Travel,0,0.05263157894736842,0.05263157894736842,0.000746427809767541,less,greater,0.48325892857142855,Very Far,30-40,19.0
62.0,16.0,12005.0,10.0,5.0,0.0,4.0,7.0,2.0,3.0,3.0,Male,HR,Bachelors,Divorced,Technician,Yes,Travel_Frequently,1,0.4375,0.125,0.0,equal,less,0.47465437788018433,Close,50+,64.0
19.0,10.0,14987.0,7.0,5.0,19.0,2.0,3.0,0.0,3.0,2.0,Female,Sales,Bachelors,Divorced,Engineer,Yes,Non-Travel,1,0.3,0.0,0.00126776539667712,greater,equal,0.48325892857142855,Close,Under 30,20.0
58.0,12.0,4437.0,17.0,4.0,1.0,4.0,1.0,0.0,1.0,2.0,Female,Finance,Bachelors,Married,Executive,No,Travel_Frequently,1,0.08333333333333333,0.0,0.000225377507324769,greater,equal,0.5064177362893816,Moderate,50+,48.0
38.0,24.0,13571.0,12.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,Female,Development,High School,Married,Clerk,No,Travel_Frequently,0,0.125,0.08333333333333333,0.0002210596124088129,less,less,0.49280575539568344,Close,30-40,48.0
19.0,19.0,6552.0,37.0,4.0,20.0,4.0,14.0,11.0,3.0,1.0,Female,Development,Bachelors,Married,Manager,Yes,Travel_Rarely,1,0.7368421052631579,0.5789473684210527,0.0030525030525030525,less,less,0.49280575539568344,Far,Under 30,76.0
44.0,24.0,19738.0,37.0,4.0,0.0,2.0,1.0,1.0,0.0,3.0,Male,Support,Bachelors,Married,Engineer,Yes,Travel_Frequently,1,0.041666666666666664,0.041666666666666664,0.0,greater,equal,0.48679678530424797,Far,40-50,48.0
28.0,15.0,8265.0,24.0,4.0,4.0,2.0,14.0,2.0,2.0,4.0,Male,Support,Masters,Single,Manager,Yes,Non-Travel,0,0.9333333333333333,0.13333333333333333,0.0004839685420447671,equal,greater,0.48679678530424797,Moderate,Under 30,30.0
40.0,20.0,18542.0,1.0,5.0,12.0,1.0,8.0,3.0,4.0,2.0,Male,Development,Bachelors,Divorced,Technician,Yes,Non-Travel,1,0.4,0.15,0.0006471793765505339,less,less,0.49280575539568344,Close,30-40,20.0
43.0,29.0,8741.0,29.0,3.0,24.0,4.0,4.0,3.0,1.0,2.0,Male,Development,Bachelors,Divorced,Technician,No,Travel_Frequently,0,0.13793103448275862,0.10344827586206896,0.002745681272165656,less,less,0.49280575539568344,Far,40-50,116.0
21.0,2.0,3837.0,26.0,2.0,12.0,2.0,2.0,0.0,0.0,3.0,Female,HR,Bachelors,Married,Manager,Yes,Non-Travel,0,1.0,0.0,0.003127443315089914,less,less,0.47465437788018433,Far,Under 30,4.0
35.0,33.0,19409.0,10.0,1.0,7.0,4.0,10.0,6.0,2.0,4.0,Female,HR,Masters,Married,Manager,No,Travel_Frequently,0,0.30303030303030304,0.18181818181818182,0.00036065742696687105,equal,equal,0.47465437788018433,Close,30-40,132.0
23.0,5.0,19042.0,1.0,4.0,16.0,1.0,4.0,3.0,1.0,1.0,Female,Support,PhD,Single,Engineer,No,Travel_Frequently,0,0.8,0.6,0.0008402478731225711,equal,less,0.48679678530424797,Close,Under 30,5.0
52.0,28.0,19061.0,45.0,3.0,9.0,2.0,4.0,1.0,1.0,1.0,Female,Finance,High School,Married,Technician,Yes,Non-Travel,0,0.14285714285714285,0.03571428571428571,0.00047216830176800796,less,less,0.5064177362893816,Very Far,50+,56.0
39.0,2.0,4375.0,17.0,1.0,9.0,3.0,1.0,0.0,0.0,4.0,Male,Sales,Bachelors,Divorced,Executive,Yes,Non-Travel,1,0.5,0.0,0.002057142857142857,greater,greater,0.48325892857142855,Moderate,30-40,6.0
60.0,32.0,18659.0,41.0,5.0,1.0,2.0,23.0,0.0,14.0,4.0,Male,Finance,Bachelors,Married,Technician,Yes,Non-Travel,0,0.71875,0.0,5.359344016292406e-05,greater,greater,0.5064177362893816,Very Far,50+,64.0
32.0,10.0,8859.0,36.0,1.0,5.0,1.0,7.0,4.0,4.0,1.0,Male,Finance,Masters,Single,Technician,No,Non-Travel,0,0.7,0.4,0.0005643977875606727,less,less,0.5064177362893816,Far,30-40,10.0
39.0,4.0,14739.0,9.0,5.0,20.0,4.0,1.0,1.0,0.0,3.0,Female,HR,Bachelors,Married,Manager,Yes,Travel_Frequently,0,0.25,0.25,0.001356944161747744,less,less,0.47465437788018433,Close,30-40,16.0
59.0,17.0,14854.0,23.0,1.0,17.0,1.0,4.0,3.0,2.0,4.0,Female,HR,PhD,Single,Technician,Yes,Non-Travel,0,0.23529411764705882,0.17647058823529413,0.0011444728692608052,greater,equal,0.47465437788018433,Moderate,50+,17.0
29.0,19.0,2245.0,29.0,2.0,2.0,1.0,9.0,9.0,8.0,2.0,Male,Finance,Bachelors,Married,Clerk,No,Non-Travel,0,0.47368421052631576,0.47368421052631576,0.0008908685968819599,equal,equal,0.5064177362893816,Far,Under 30,19.0
64.0,38.0,11080.0,2.0,4.0,20.0,1.0,9.0,1.0,9.0,1.0,Male,Sales,Masters,Divorced,Clerk,Yes,Travel_Rarely,0,0.23684210526315788,0.02631578947368421,0.0018050541516245488,less,less,0.48325892857142855,Close,50+,38.0
55.0,27.0,10192.0,28.0,4.0,15.0,4.0,4.0,3.0,4.0,2.0,Male,Development,Bachelors,Single,Clerk,No,Travel_Frequently,1,0.14814814814814814,0.1111111111111111,0.0014717425431711147,equal,less,0.49280575539568344,Far,50+,108.0
35.0,12.0,4184.0,47.0,1.0,21.0,3.0,12.0,0.0,9.0,1.0,Female,Sales,Masters,Divorced,Technician,No,Non-Travel,0,1.0,0.0,0.005019120458891013,less,less,0.48325892857142855,Very Far,30-40,36.0
62.0,25.0,14438.0,42.0,1.0,2.0,3.0,2.0,0.0,1.0,3.0,Female,Development,PhD,Married,Manager,No,Travel_Rarely,1,0.08,0.0,0.00013852334118298935,less,equal,0.49280575539568344,Very Far,50+,75.0
52.0,15.0,5251.0,49.0,2.0,5.0,2.0,10.0,1.0,3.0,3.0,Male,Sales,High School,Married,Manager,No,Non-Travel,1,0.6666666666666666,0.06666666666666667,0.0009521995810321843,less,greater,0.48325892857142855,Very Far,50+,30.0
47.0,24.0,18281.0,7.0,3.0,3.0,1.0,11.0,2.0,9.0,1.0,Female,HR,Bachelors,Married,Manager,No,Travel_Frequently,0,0.4583333333333333,0.08333333333333333,0.00016410480827088234,less,less,0.47465437788018433,Close,40-50,24.0
41.0,9.0,7863.0,11.0,4.0,15.0,3.0,6.0,1.0,3.0,1.0,Male,Support,PhD,Single,Executive,Yes,Travel_Frequently,0,0.6666666666666666,0.1111111111111111,0.0019076688286913392,equal,less,0.48679678530424797,Close,40-50,27.0
59.0,28.0,11702.0,7.0,3.0,2.0,4.0,13.0,13.0,12.0,2.0,Male,HR,Bachelors,Single,Manager,No,Travel_Rarely,1,0.4642857142857143,0.4642857142857143,0.00017091095539224064,less,less,0.47465437788018433,Close,50+,112.0
47.0,37.0,5771.0,43.0,3.0,3.0,1.0,11.0,8.0,10.0,3.0,Male,Finance,High School,Married,Manager,Yes,Non-Travel,0,0.2972972972972973,0.21621621621621623,0.0005198405822214521,less,greater,0.5064177362893816,Very Far,40-50,37.0
23.0,25.0,11320.0,15.0,4.0,23.0,1.0,5.0,5.0,2.0,1.0,Female,Sales,PhD,Single,Clerk,Yes,Non-Travel,0,0.2,0.2,0.0020318021201413427,less,less,0.48325892857142855,Moderate,Under 30,25.0
33.0,38.0,4419.0,19.0,5.0,18.0,3.0,22.0,6.0,5.0,3.0,Male,HR,Bachelors,Married,Manager,Yes,Non-Travel,1,0.5789473684210527,0.15789473684210525,0.004073319755600814,less,less,0.47465437788018433,Moderate,30-40,114.0
31.0,23.0,9396.0,48.0,4.0,13.0,4.0,12.0,4.0,8.0,1.0,Male,HR,PhD,Married,Manager,Yes,Non-Travel,0,0.5217391304347826,0.17391304347826086,0.0013835674755214985,less,less,0.47465437788018433,Very Far,30-40,92.0
26.0,30.0,9309.0,8.0,1.0,15.0,1.0,26.0,16.0,12.0,4.0,Female,Sales,Masters,Single,Technician,No,Travel_Frequently,0,0.8666666666666667,0.5333333333333333,0.0016113438607798904,greater,greater,0.48325892857142855,Close,Under 30,30.0
32.0,39.0,13981.0,1.0,1.0,24.0,1.0,0.0,0.0,0.0,1.0,Male,Finance,Bachelors,Single,Technician,Yes,Non-Travel,1,0.0,0.0,0.0017166154066232744,less,less,0.5064177362893816,Close,30-40,39.0
38.0,11.0,2685.0,2.0,3.0,18.0,1.0,3.0,0.0,3.0,4.0,Male,Development,Masters,Single,Technician,Yes,Travel_Frequently,0,0.2727272727272727,0.0,0.0067039106145251395,greater,greater,0.49280575539568344,Close,30-40,11.0
19.0,9.0,7023.0,42.0,5.0,24.0,1.0,7.0,6.0,3.0,2.0,Male,Development,High School,Single,Executive,No,Non-Travel,1,0.7777777777777778,0.6666666666666666,0.0034173430158052115,greater,less,0.49280575539568344,Very Far,Under 30,9.0
44.0,5.0,14558.0,10.0,5.0,9.0,4.0,2.0,1.0,2.0,1.0,Male,Development,High School,Married,Clerk,Yes,Travel_Frequently,1,0.4,0.2,0.0006182167880203325,less,less,0.49280575539568344,Close,40-50,20.0
19.0,6.0,19094.0,42.0,5.0,14.0,2.0,6.0,5.0,5.0,2.0,Male,HR,PhD,Single,Technician,No,Travel_Rarely,0,1.0,0.8333333333333334,0.0007332146223944694,less,less,0.47465437788018433,Very Far,Under 30,12.0
52.0,30.0,7085.0,9.0,5.0,3.0,2.0,23.0,15.0,3.0,1.0,Female,Support,PhD,Married,Engineer,Yes,Non-Travel,0,0.7666666666666667,0.5,0.0004234297812279464,equal,less,0.48679678530424797,Close,50+,60.0
31.0,7.0,16157.0,32.0,4.0,12.0,4.0,2.0,1.0,2.0,1.0,Female,Sales,PhD,Single,Manager,Yes,Travel_Frequently,0,0.2857142857142857,0.14285714285714285,0.0007427121371541747,less,less,0.48325892857142855,Far,30-40,28.0
37.0,2.0,13159.0,2.0,5.0,11.0,1.0,0.0,0.0,0.0,2.0,Female,Development,Masters,Married,Clerk,No,Travel_Frequently,0,0.0,0.0,0.0008359297818983205,equal,less,0.49280575539568344,Close,30-40,2.0
35.0,39.0,13991.0,24.0,2.0,14.0,4.0,15.0,6.0,3.0,1.0,Male,Development,Bachelors,Divorced,Executive,Yes,Non-Travel,0,0.38461538461538464,0.15384615384615385,0.0010006432706740048,equal,less,0.49280575539568344,Moderate,30-40,156.0
27.0,20.0,19476.0,37.0,5.0,22.0,2.0,3.0,0.0,0.0,1.0,Female,Finance,Masters,Divorced,Engineer,No,Travel_Frequently,0,0.15,0.0,0.0011295953994660095,equal,less,0.5064177362893816,Far,Under 30,40.0
19.0,14.0,17741.0,6.0,3.0,5.0,4.0,13.0,0.0,3.0,3.0,Female,Development,PhD,Married,Clerk,No,Travel_Rarely,1,0.9285714285714286,0.0,0.0002818330421058565,greater,equal,0.49280575539568344,Close,Under 30,56.0
42.0,6.0,18324.0,8.0,2.0,13.0,3.0,1.0,0.0,1.0,2.0,Male,Finance,Masters,Single,Technician,No,Non-Travel,0,0.16666666666666666,0.0,0.0007094520846976643,less,equal,0.5064177362893816,Close,40-50,18.0
50.0,14.0,14023.0,40.0,5.0,2.0,2.0,10.0,0.0,9.0,1.0,Female,Support,High School,Divorced,Manager,No,Non-Travel,0,0.7142857142857143,0.0,0.00014262283391570991,less,less,0.48679678530424797,Very Far,40-50,28.0
53.0,24.0,11635.0,25.0,1.0,7.0,1.0,14.0,12.0,2.0,1.0,Female,Sales,Masters,Single,Technician,No,Non-Travel,1,0.5833333333333334,0.5,0.0006016330038676408,less,less,0.48325892857142855,Moderate,50+,24.0
48.0,2.0,16932.0,42.0,3.0,11.0,1.0,1.0,0.0,1.0,3.0,Male,Finance,Masters,Married,Technician,No,Travel_Rarely,1,0.5,0.0,0.0006496574533427829,equal,greater,0.5064177362893816,Very Far,40-50,2.0
18.0,13.0,9644.0,25.0,1.0,4.0,1.0,9.0,7.0,6.0,1.0,Male,Finance,Bachelors,Single,Technician,Yes,Non-Travel,0,0.6923076923076923,0.5384615384615384,0.00041476565740356696,less,less,0.5064177362893816,Moderate,Under 30,13.0
63.0,3.0,4997.0,46.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,Male,Development,High School,Single,Technician,Yes,Non-Travel,0,0.6666666666666666,0.6666666666666666,0.00020012007204322593,less,less,0.49280575539568344,Very Far,50+,3.0
33.0,35.0,7208.0,11.0,4.0,9.0,1.0,16.0,8.0,12.0,2.0,Male,HR,PhD,Single,Clerk,No,Travel_Rarely,1,0.45714285714285713,0.22857142857142856,0.0012486126526082132,equal,less,0.47465437788018433,Close,30-40,35.0
63.0,2.0,11946.0,35.0,1.0,2.0,4.0,1.0,1.0,0.0,2.0,Male,Sales,High School,Single,Clerk,No,Travel_Rarely,1,0.5,0.5,0.00016742005692281934,equal,equal,0.48325892857142855,Far,50+,8.0
20.0,4.0,16387.0,1.0,5.0,22.0,3.0,3.0,1.0,2.0,3.0,Male,Development,PhD,Single,Engineer,No,Non-Travel,0,0.75,0.25,0.0013425276133520474,greater,equal,0.49280575539568344,Close,Under 30,12.0
52.0,24.0,5605.0,23.0,1.0,9.0,4.0,11.0,5.0,8.0,4.0,Female,Development,PhD,Divorced,Technician,Yes,Non-Travel,0,0.4583333333333333,0.20833333333333334,0.0016057091882247993,greater,greater,0.49280575539568344,Moderate,50+,96.0
